time,block,txnIndex,txnHash,borrowRate,borrowRateMode,value,currency
1680067500,15936192,85,0x25304b68e8c6b394fd6dbab8f9f2eefe2e70b2b3c8915f3e695173b4bd14a62c,0.022688034461937553,2,1250.0,USDC
1680067560,15936219,253,0xb8dc4003a07f2082038700b4e14fa86ac869ccc01ec9755aab7f51c66805da31,0.018299228162021747,2,70000000000000000000000,0x57Ab1ec28D129707052df4dF418D58a2D46d5f51
1680067610,15936241,155,0xa166ae78ea4ebfe8ff7ce2b398bc1adfc677c8cf379687c63602202665c711af,0.02268171956182582,2,4034.817949,USDC
1680067660,15936266,102,0x5c711f11b0fa4c6e19a91d1b6ea6e43903bb753451e19c707baf59a8caecf5a5,0.02271937899932841,2,280000.0,USDC
1680067670,15936271,164,0x9944fad3de4811215771cec8d9cde2b2d08601ab37c327775c76589f8d19b000,0.02271917280336743,2,250.0,USDC
1680067750,15936306,145,0x875fed9b6d1163efbcf1674a6237a741ebb987b47d8a172a7e500a7637014849,0.19920562864346045,1,888000.0,USDT
1680067750,15936309,97,0xfdf147fdfeb48fd6c4fa7f7ccb37224527b50ce3d42d99cf0fc2de8176f19a10,0.023701209638836665,2,2000000000000000000000,0x853d955aCEf822Db058eb8505911ED77F175b99e
1680067760,15936311,101,0x9c4309955e78fa40c5d0b031faebcf7415aab822750da6ad12fe50ce3086bac9,0.022673999812139894,2,25000.0,USDC
1680067810,15936337,149,0x47decbdcaca038a7a9aa86abc926e7898124904f650f6fc4d12a0ac310e4459b,0.1526795927669002,2,800000.0,USDT
1680067930,15936387,228,0xbfc45831368ed4ea7beeec6e522d83e05812896b5f3c5894bce69e7eecb5e95e,0.03965609292614657,2,145000000000000000000,0x514910771AF9Ca656af840dff83E8264EcF986CA
1680067940,15936390,144,0x57a6ba850982791d68e34963d203211db14918f232e4a81075fb32410866ad14,0.17265754363490965,2,450000.0,USDT
1680067960,15936401,14,0xa355565f227d73eae357388d08870d92579534c98ac8fffaf2c9199256267624,0.40155825551586843,2,11000000000000000000000000,0x853d955aCEf822Db058eb8505911ED77F175b99e
1680067980,15936409,87,0x0c97de374256961cbac8e305e22ceff2013b01fe5c0deaec3cccd7c3cc93133c,0.03965722254579918,2,140000000000000000000,0x514910771AF9Ca656af840dff83E8264EcF986CA
1680068010,15936423,134,0x8c269d00e6531a3348132633fcf67e695d2c2e073d34c9154c9ce1d04f77d401,0.2214925714449339,2,2500000.0,USDT
1680068050,15936445,95,0x423bcea32514b1274364c1763146ba2ca78cdc83275f3a235baf9b0adc7e8eeb,0.03965815853701032,2,115000000000000000000,0x514910771AF9Ca656af840dff83E8264EcF986CA
1680068050,15936446,68,0x02c11fa8953132897bc20306343d62c0036f7e6dec229e70939f66367a75f633,0.022361515152633273,2,50000.0,USDC
1680068060,15936448,79,0x1eec85d499fd8a5e4629479f2f5d5ea9e842d3d5ec851de21fe13ed123147cf0,0.01125061137919861,2,2.0,WBTC
1680068120,15936473,88,0xeaf38b244ec1b16482971242840a2e3fcbf36f0861964db40a313f1f15a73ac7,0.022361370758807404,2,21251.606443,USDC
1680068140,15936484,130,0x1d8a7cc2f092de60da2d0b18e2589f72124393dc4af07eae2f3a0bea6e12ea5f,0.01727283493979093,2,2042000000000000000000,0x0000000000085d4780B73119b644AE5ecd22b376
1680068280,15936552,117,0x14a0ae8374d4cf16967d023540066eab119cd68beeacb02366cfb3b96efe9e5d,0.11326178742795419,1,2000000000000000000000,DAI
1680068480,15936647,140,0x5d66cb9227bd763aae124f393e4e6b4f6037c133818d0f740a89a73d04cd4aca,0.02227842140792128,2,50000.0,USDC
1680068510,15936661,91,0x23891530fdc868b3a0bf165afebbc2ff2c36900a89ee0da547ea21b1d34c043e,0.1355450960986305,1,24000.0,USDT
1680068580,15936694,138,0x26543c9d3aa63c99824d941a1511bc7232bdda7967e1c225d261a7572260c5d5,0.06559640704328333,2,500000.0,USDT
1680068630,15936718,97,0xb929bb02eff6263ddf1b756a5e06a62a3c261e6802c303e13951bcdd45afb55b,0.06359883957942591,2,4365.529529,USDT
1680068680,15936740,86,0xd05fe3c357e5a69895ee1f38cad629d2dfc29d6023d307066505bb6955b0b18d,0.017696385602814026,2,484136953423090928625,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984
1680068720,15936759,121,0x91e1bbd8d05fb07ac681607a2e81fb7f06af449fd905cb14ae53a1130c75401d,0.022297172683237644,2,150.0,USDC
1680068800,15936794,133,0x006fd0d73ff4e8f5cf6b8b07e8d67b751c1c49766a79cf8101224d28cc11b572,0.08578671556660464,2,1000000.0,USDT
1680068900,15936842,87,0xc3bd1417ade828b82b8ef4551d5bef6a90af386b90d0ced5a4c306b6e4778292,0.022514668668915303,2,100000.0,USDC
